RANK,NAME,LANGUAGE,TYPE,MOST_STREAMED_GAME,2ND_MOST_STREAMED_GAME,AVERAGE_STREAM_DURATION,FOLLOWERS_GAINED_PER_STREAM,AVG_VIEWERS_PER_STREAM,AVG_GAMES_PER_STREAM,TOTAL_TIME_STREAMED,TOTAL_FOLLOWERS,TOTAL_VIEWS,TOTAL_GAMES_STREAMED,ACTIVE_DAYS_PER_WEEK,MOST_ACTIVE_DAY,DAY_WITH_MOST_FOLLOWERS_GAINED
395,kyle,English,personality,Grand Theft Auto V,Just Chatting,7.8,2250,13149,1.4,16655,526000,30800000,293,6.2,Sunday,Sunday
396,ow_uruca,Japanese,personality,League of Legends,Overwatch,4.8,3300,5620,1.1,3012,242000,415000,39,1.6,Monday,Sunday
397,ijenz,Spanish,personality,ASMR,Just Chatting,20.1,1252,17286,1.5,23983,1040000,14300000,36,5.8,Sunday,Sunday
398,hudson_jw,Portuguese,personality,Virtual Casino,,19.2,740,0,1.0,1350,1600,0,1,2.6,Monday,Monday
399,stompgoat,English,personality,Tom Clancy's Rainbow Six Siege,Variety,4.9,9490,660,1.3,1412,275000,19300,19,1.7,Sunday,Sunday
400,ratirl,English,personality,League of Legends,Just Chatting,6.3,4370,24839,1.3,10343,826000,46900000,41,4.2,Sunday,Saturday
401,elded,Spanish,personality,Just Chatting,Fortnite,6.0,1933,28164,3.1,14494,5580000,82400000,539,6.2,Wednesday,Saturday
402,neexcsgo,Polish,personality,Counter-Strike,Just Chatting,5.9,1590,289,1.5,9401,293000,5310000,80,4.1,Wednesday,Monday
403,dota2_paragon_ru3,Russian,personality,Dota 2,Variety,9.9,1668,0,1.1,3060,55200,0,2,0.5,Wednesday,Thursday
404,kitboga,English,personality,Just Chatting,IRL,5.5,8630,21836,1.1,8045,1220000,33200000,51,3.9,Wednesday,Tuesday
405,c0ker,Spanish,personality,Just Chatting,Slots,2.7,2620,1736,1.4,3142,363000,2410000,29,4.4,Monday,Friday
406,flats,English,personality,Overwatch,Overwatch 2,5.7,3580,1475,1.2,10161,655000,2700000,109,5.0,Saturday,Wednesday
407,gutitubo,Japanese,personality,Minecraft,VALORANT,3.5,1310,2083,1.2,6668,267000,4240000,274,5.3,Sunday,Sunday
408,crystalmolly,Spanish,personality,League of Legends,Just Chatting,4.8,7720,2006,2.3,4392,732000,1900000,115,3.2,Tuesday,Sunday
409,chowh1,French,personality,Call of Duty: Warzone,Z1: Battle Royale,6.9,2240,847,1.3,15457,804000,30400000,92,5.7,Sunday,Sunday
410,absoluttlol,Portuguese,personality,League of Legends,Virtual Casino,5.8,1780,1451,1.4,5592,163000,1340000,25,3.9,Thursday,Tuesday
411,mertabimula,German,personality,Just Chatting,Grand Theft Auto V,7.5,3680,1762,2.4,6296,327000,1560000,119,3.4,Friday,Monday
412,foolish,English,personality,Minecraft,VALORANT,6.1,1675,19614,2.3,7796,2190000,25600000,159,4.2,Wednesday,Saturday
413,im_dontai,English,personality,Just Chatting,Grand Theft Auto V,3.4,1462,8318,1.7,4654,1860000,10600000,376,5.2,Tuesday,Wednesday
414,gu_zk,Portuguese,personality,Virtual Casino,Grand Theft Auto V,19.6,2320,350,1.1,5822,47800,7200,11,1.2,Thursday,Saturday
415,alexelcapo,Spanish,personality,Minecraft,League of Legends,4.0,3700,30015,1.3,8018,1070000,79800000,525,5.1,Tuesday,Sunday
416,serega_pirat,Russian,personality,Dota 2,Just Chatting,3.8,4460,6927,1.6,2137,255000,3950000,60,1.4,Sunday,Saturday
417,nobruxyn,Portuguese,personality,Virtual Casino,,20.4,310,0,1.0,1630,1500,0,1,2.3,Friday,Thursday
418,zy0xxx,English,personality,Genshin Impact,Honkai: Star Rail,4.2,6100,2761,1.1,2494,356000,1610000,33,1.9,Wednesday,Friday
419,skylinetvlive,German,personality,Just Chatting,IRL,4.3,3250,1166,1.0,2841,215000,773000,16,1.9,Thursday,Sunday
420,lex_official_casino,Russian,personality,Casino,,8.2,30,0,1.0,160,280,0,1,2.0,Tuesday,Wednesday
421,xthesolutiontv,German,personality,Call of Duty: Warzone,Fortnite,6.7,4320,8098,2.1,10976,715000,12400000,144,4.2,Thursday,Sunday
422,c_a_k_e,Russian,personality,Dota 2,Warcraft III,7.3,1480,36828,1.9,15004,430000,89700000,737,5.2,Sunday,Sunday
423,grenbaud,Italian,personality,Just Chatting,Grand Theft Auto V,3.0,1296,11838,1.3,2472,1020000,9330000,52,4.3,Thursday,Saturday
424,tomateking,Spanish,personality,Grand Theft Auto V,Just Chatting,4.5,1480,1544,1.5,6225,209000,2180000,65,4.5,Tuesday,Sunday
425,alveussanctuary,English,personality,Animals Aquariums and Zoos,Just Chatting,21.8,5460,4040,1.8,13847,204000,155000,28,4.3,Wednesday,Friday
426,fugu_fps,French,personality,Apex Legends,VALORANT,4.2,5630,8440,1.3,3318,464000,696000,94,4.1,Saturday,Sunday
427,rocketbaguette,French,esports,Rocket League,Rocket League Sideswipe,4.2,4210,9353,1.0,4393,433000,9890000,3,2.6,Wednesday,Sunday
428,brothers_baseball,Chinese,personality,Sports,Fitness & Health,3.9,1500,21024,1.0,2303,164000,22700000,12,2.8,Monday,Sunday
429,iwdominate,English,personality,League of Legends,Teamfight Tactics,6.3,2730,25602,1.1,13258,872000,71100000,68,5.4,Sunday,Tuesday
430,godjj,Chinese,personality,League of Legends,Street Fighter 6,6.7,620,33312,2.0,16059,375000,149000000,826,5.9,Sunday,Monday
431,rybsonlol_,Polish,personality,League of Legends,Just Chatting,7.3,1930,8126,1.4,11671,336000,14200000,105,4.5,Thursday,Sunday
432,dkayed,English,personality,Yu-Gi-Oh! Duel Links,Yu-Gi-Oh! Master Duel,5.5,2130,34434,1.3,7875,212000,34700000,90,3.7,Tuesday,Saturday
433,teamredline,English,personality,iRacing,EA Sports FC 24,3.8,2052,2316,1.1,5210,269000,304000,13,0.6,Wednesday,Saturday
434,ml7support,English,personality,Overwatch,Overwatch 2,6.8,4500,9513,1.2,12307,828000,17600000,65,5.1,Wednesday,Wednesday
435,scrapie,English,personality,Trackmania,TrackMania (1),4.9,890,2473,1.1,5773,107000,2970000,41,3.1,Tuesday,Monday
436,97zoner,Russian,personality,Counter-Strike,Just Chatting,5.8,1830,8490,1.4,3229,110000,507000,16,4.2,Friday,Saturday
437,coreano,Portuguese,personality,VALORANT,Just Chatting,8.5,4460,11288,1.5,11605,702000,17800000,150,4.8,Monday,Sunday
438,daigothebeastv,Japanese,personality,Street Fighter V,Street Fighter 6,4.5,3110,13147,1.1,4523,421000,18200000,51,2.6,Thursday,Sunday
439,adolfz,Portuguese,personality,FIFA 22,FIFA 18,5.0,6550,10397,1.3,6279,768000,12200000,37,3.5,Monday,Saturday
440,valorant_fr,French,esports,VALORANT,Counter-Strike,6.2,3560,13956,1.0,3582,209000,8210000,3,1.9,Saturday,Monday
441,smoke,English,personality,DayZ,Escape from Tarkov,8.0,2300,11205,1.3,13025,322000,15700000,58,4.2,Saturday,Friday
442,bichouu_,French,personality,Grand Theft Auto V,Just Chatting,4.9,4680,10645,1.9,7891,789000,17900000,168,5.4,Monday,Tuesday
443,obormentv,Japanese,personality,League of Legends,VALORANT,5.6,2220,1158,1.2,4347,198000,1030000,83,2.9,Monday,Sunday
444,diazbiffle,English,personality,Call of Duty: Warzone,Call of Duty: Modern Warfare III,5.3,7190,10401,1.1,5355,722000,10400000,26,3.3,Tuesday,Sunday
445,xaryu,English,personality,World of Warcraft,New World,6.4,1890,10871,1.1,15663,583000,36500000,46,6.2,Wednesday,Tuesday
446,qojqva,English,personality,Dota 2,Counter-Strike,7.0,2230,5124,1.1,7462,264000,6350000,9,3.2,Thursday,Sunday
447,jutysel,Russian,personality,Casino,,6.3,10,0,1.0,130,1,0,1,0.5,Wednesday,Monday
448,symbiolive,Portuguese,personality,Garena Free Fire,Virtual Casino,20.8,980,5205,1.3,30982,133000,7050000,20,6.4,Friday,Monday
449,disguisedtoast,English,personality,Hearthstone,Teamfight Tactics,6.0,1943,63122,1.7,9615,2840000,90300000,271,4.1,Friday,Saturday
450,aspen,English,personality,Overwatch,Overwatch 2,5.1,2890,4303,1.1,6876,364000,5410000,70,3.7,Tuesday,Sunday
451,suetam1v4,Portuguese,personality,Fortnite,Just Chatting,4.8,4260,6193,1.4,7323,770000,11200000,69,6.0,Friday,Sunday
452,sidneyeweka,German,personality,Just Chatting,Fortnite,6.0,7440,8389,2.1,7729,1010000,11300000,97,4.2,Monday,Sunday
453,oldschoolrs,English,personality,Old School RuneScape,RuneScape,1.5,7330,13143,1.0,4570,239000,4040000,2,0.9,Thursday,Saturday
454,sardoche,French,personality,League of Legends,Rocket League,8.3,6460,619,1.6,17782,1260000,120000000,177,5.4,Wednesday,Saturday
455,sinatraa,English,personality,VALORANT,Overwatch,5.5,1185,31271,1.4,9004,1880000,49700000,77,4.2,Tuesday,Sunday
456,niklaswilson,German,personality,Just Chatting,Fortnite,5.7,7960,618,2.2,6056,879000,6830000,89,4.9,Thursday,Sunday
457,spygea,Japanese,personality,PUBG: BATTLEGROUNDS,Apex Legends,7.3,2320,23312,1.5,16274,616000,61600000,166,5.7,Saturday,Sunday
458,erobb221,English,personality,Just Chatting,IRL,5.0,2790,6943,3.1,9092,466000,11600000,541,4.8,Wednesday,Thursday
459,pokelawls,English,personality,Just Chatting,Overwatch,6.9,4230,19352,2.8,1516,1080000,47300000,793,5.5,Tuesday,Saturday
460,hennie2001,Chinese,personality,Just Chatting,Dead by Daylight,10.2,1130,1702,1.9,12163,125000,1880000,136,5.7,Saturday,Sunday
461,shinjifromjapanxd,Japanese,personality,Just Chatting,VALORANT,7.4,1510,596,2.0,7185,171000,6750000,365,3.4,Saturday,Sunday
462,miniminter,English,personality,Just Chatting,Call of Duty: Warzone,3.4,2443,53657,1.6,2611,2009999,39900000,114,2.0,Friday,Thursday
463,saadhak,Portuguese,personality,VALORANT,Paladins,3.5,3970,1716,1.1,3833,402000,1740000,43,3.1,Wednesday,Saturday
464,nickmercs,English,personality,Fortnite,Apex Legends,7.0,3355,114372,1.3,14376,6720000,223000000,59,5.3,Wednesday,Wednesday
465,tekken,English,esports,Tekken 7,Tekken 7: Fated Retribution,5.3,7850,81677,1.0,1972,260000,29000000,6,0.8,Saturday,Sunday
466,sliggytv,English,personality,VALORANT,Counter-Strike,6.2,1540,2920,1.0,3582,98100,196000,5,1.7,Sunday,Sunday
467,gingitv,English,personality,World of Warcraft,New World,7.4,2350,22839,1.0,10588,348000,33299999,16,3.6,Wednesday,Wednesday
468,myrajusa,Russian,personality,Slots,,13.5,40,0,1.0,400,4,0,1,1.1,Wednesday,Thursday
469,warthunder_esports,English,personality,War Thunder,,4.3,2432,0,1.0,2220,129000,0,1,0.8,Sunday,Saturday
470,ayellol,Portuguese,personality,League of Legends,Virtual Casino,7.6,3560,7335,1.4,8278,452000,9920000,44,2.8,Thursday,Monday
471,mongraal,English,personality,Fortnite,VALORANT,4.2,719,1018,1.2,3904,6840000,96900000,72,2.8,Friday,Saturday
472,ydosyc,Russian,personality,Slots,Casino,10.8,60,0,1.5,430,12,0,2,2.0,Monday,Tuesday
473,lydiaviolet,English,personality,Just Chatting,Pools Hot Tubs and Beaches,4.8,5980,9060,1.5,2831,346000,524000,39,4.0,Saturday,Saturday
474,pubg_battlegrounds,English,esports,PUBG: BATTLEGROUNDS,NEW STATE MOBILE,5.6,1361,126506,1.0,392,1130000,103000000,2,1.7,Saturday,Wednesday
475,rubenmartinweb,Spanish,personality,Sports,Just Chatting,3.8,2250,7771,1.2,2756,177000,6090000,18,4.1,Monday,Tuesday
476,edwin_live,Thai,personality,Grand Theft Auto V,PUBG: BATTLEGROUNDS,7.1,4610,4605,1.8,6763,490000,5030000,87,2.6,Tuesday,Tuesday
477,the_happy_hob,English,personality,DARK SOULS III,Dark Souls,5.6,1350,8904,2.0,13627,342000,21100000,129,6.2,Monday,Monday
478,prxf0rsaken,English,personality,VALORANT,Counter-Strike,3.4,7590,4036,1.2,2921,643000,3720000,27,2.5,Friday,Monday
479,melharucos,Russian,personality,Minecraft,Just Chatting,7.7,1460,31471,2.2,16421,428000,80600000,962,5.4,Sunday,Sunday
480,byilhann,French,personality,Just Chatting,Rocket League,3.5,9310,120,2.0,1685,468000,6100,166,2.3,Tuesday,Tuesday
481,shylily,English,personality,Just Chatting,World of Warcraft,5.0,1119,3322,1.7,6127,1360000,4110000,175,3.1,Friday,Sunday
482,sajam,English,personality,Just Chatting,Street Fighter V,3.2,950,2053,1.6,5484,155000,3300000,129,4.3,Wednesday,Friday
483,honeypuu,German,personality,Just Chatting,League of Legends,5.8,9830,9032,2.3,6272,965000,8860000,90,3.8,Saturday,Saturday
484,dvm_medja,French,personality,Grand Theft Auto V,Just Chatting,5.3,2420,45,1.9,8744,364000,6770000,159,5.5,Thursday,Thursday
485,japanesekoreanug,Japanese,personality,League of Legends,Variety,7.0,1080,4895,1.2,8877,147000,6910000,83,3.2,Friday,Sunday
486,drakeoffc,Russian,personality,Just Chatting,ROBLOX,2.6,6090,418,1.8,1978,461000,3160000,216,3.5,Thursday,Tuesday
487,philza,English,personality,Minecraft,Rocket League,4.3,3789,45321,1.2,5649,4350000,52000000,66,3.7,Monday,Monday
488,deqiuv,Spanish,personality,Grand Theft Auto V,VALORANT,4.0,5300,5414,1.9,3803,459000,4690000,79,4.3,Wednesday,Monday
489,tomato,English,personality,Minecraft,S.T.A.L.K.E.R.: Call of Pripyat,3.6,1120,6087,1.3,5872,162000,8039999,943,4.1,Tuesday,Monday
490,emeamasters,English,personality,League of Legends,,5.8,1408,48679,1.0,6430,158000,5420000,1,0.5,Thursday,Sunday
491,ronnyberger,German,personality,Just Chatting,IRL,4.2,2130,1066,1.1,2756,141000,707000,27,3.1,Thursday,Sunday
492,revenant,Spanish,personality,Just Chatting,League of Legends,6.0,2890,21602,1.9,10343,467000,34700000,503,4.5,Thursday,Sunday
493,ecusobe,Russian,personality,Casino,,13.9,20,0,1.0,420,2,0,1,0.7,Monday,Sunday
494,cs2_paragon_ru,Russian,personality,Counter-Strike,Counter-Strike 2 Limited Test,8.0,8820,0,1.0,1187,131000,0,2,2.6,Friday,Saturday
495,mortdog,English,personality,Teamfight Tactics,Chrono Trigger,6.1,5230,5209,1.1,3205,273000,2720000,29,2.1,Sunday,Sunday
496,buxexa_v,Portuguese,personality,Virtual Casino,,21.1,1350,0,1.0,1900,2200,0,1,3.2,Tuesday,Tuesday
497,gssspotted,Thai,personality,Dota 2,Just Chatting,6.2,3440,4736,2.0,5347,310000,4270000,181,2.5,Tuesday,Sunday
498,dogdog,English,personality,Hearthstone,Teamfight Tactics,5.6,2320,30305,1.3,11781,642000,70600000,99,5.3,Wednesday,Sunday
499,kyootbot,English,personality,Just Chatting,IRL,5.1,9180,13147,1.2,3152,563000,8060000,24,1.8,Sunday,Wednesday
500,lxrygirltv,Russian,personality,Casino,,4.1,20,0,1.0,80,10500,0,1,1.6,Saturday,Saturday
501,w0n23,English,personality,Albion Online,Lost Ark,8.0,1450,3220,1.0,7766,136000,303000,19,5.6,Monday,Tuesday
502,ponce,French,personality,Just Chatting,Fortnite,7.1,3820,29268,1.8,12396,793000,60700000,221,4.5,Tuesday,Saturday
503,shisheyu,French,personality,The Binding of Isaac: Repentance,The Binding of Isaac: Repentance,5.0,530,3126,1.5,1151,135000,7750000,532,5.9,Wednesday,Sunday
504,xop0,English,personality,Just Chatting,Hearthstone,13.3,460,27589,3.2,34556,150000,80800000,2980,6.5,Friday,Monday
505,blackufa,Russian,personality,Just Chatting,Games + Demos,6.0,1510,30254,2.5,10869,384000,59200000,1612,4.5,Saturday,Saturday
506,yoon_froggy,English,personality,Just Chatting,League of Legends,5.1,4390,3340,1.6,4125,372000,283000,91,3.0,Tuesday,Sunday
507,shotzzy,English,personality,Call of Duty: Warzone,Halo 5: Guardians,4.2,4050,2361,1.3,5187,473000,2760000,49,3.2,Saturday,Monday
508,morphe_ya,Russian,personality,Just Chatting,Dota 2,2.7,3920,268,1.8,3108,455000,3110000,97,5.1,Friday,Monday
509,helydia,French,personality,VALORANT,Just Chatting,3.8,8040,80,1.5,2309,440000,4500,46,3.7,Sunday,Sunday
510,pietsmiet,German,personality,Just Chatting,Special Events,5.4,2780,27141,1.7,7676,796000,59300000,501,3.6,Thursday,Saturday
511,criticalrole,English,personality,Dungeons & Dragons,Talk Shows & Podcasts,4.3,1818,37121,1.0,2942,1350000,32200000,55,1.8,Friday,Friday
512,rainbow6bravo,English,esports,Tom Clancy's Rainbow Six Siege,Variety,7.3,154,19486,1.0,1481,308000,3860000,2,0.7,Saturday,Tuesday
513,ryluva,Russian,personality,Casino,,5.8,70,0,1.0,110,7,0,1,0.7,Monday,Tuesday
514,healthygamer_gg,English,personality,Just Chatting,Talk Shows & Podcasts,2.4,1389,15456,1.0,1202,668000,7450000,10,2.0,Friday,Friday
515,baitybait,Spanish,personality,Just Chatting,Special Events,4.8,6280,8020,2.0,2422,316000,396000,249,4.4,Thursday,Thursday
516,hitsquadgodfather,English,personality,Just Chatting,Albion Online,22.8,2320,147,1.4,20429,131000,733000,45,6.5,Monday,Saturday
517,elchiringuitotv,Spanish,personality,Sports,Sports,5.7,4030,7318,1.0,711,979000,17800000,7,4.3,Tuesday,Sunday
518,zerospoker,Spanish,personality,Poker,,4.5,5640,8676,1.0,101,113000,1720000,1,0.7,Sunday,Sunday
519,frg_ox,Russian,personality,Casino,,6.2,20,0,1.0,120,579,0,1,0.5,Friday,Friday
520,danila_gorilla,Russian,personality,Just Chatting,Grand Theft Auto V,2.6,1608,10,1.2,9580,608000,287,24,3.1,Thursday,Saturday
521,golaniyule0,Korean,personality,Just Chatting,Pools Hot Tubs and Beaches,5.3,1653,0,1.0,102,332000,0,10,3.7,Thursday,Saturday
522,lol_nemesis,English,personality,League of Legends,VALORANT,6.2,4720,19858,1.1,8727,709000,29800000,61,4.1,Monday,Sunday
523,fifakillvizualz,English,personality,Call of Duty: Warzone,Call of Duty: Black Ops 4,7.3,2110,2111,1.1,17821,568000,5390000,37,6.2,Wednesday,Sunday
524,mohaguvy,Russian,personality,Casino,,10.4,40,0,1.0,210,4,0,1,0.6,Saturday,Saturday
525,buxexa_px,Portuguese,personality,Virtual Casino,,18.5,820,0,1.0,2220,2300,0,1,7.0,Wednesday,Saturday
526,rebirthztv,Thai,personality,Grand Theft Auto V,Rust,7.1,4530,25615,1.7,12741,827000,46400000,242,4.9,Saturday,Monday
527,shanks_ttv,English,personality,VALORANT,Apex Legends,6.2,4440,6262,1.3,5852,504000,7110000,70,4.6,Wednesday,Saturday
528,metashi12,German,personality,World of Warcraft,Rust,6.0,1250,6816,1.2,1121,214000,12000000,103,4.6,Tuesday,Sunday
529,zakvielchannel,Russian,personality,Minecraft,Just Chatting,5.7,3290,8428,1.6,6828,419000,10700000,125,3.1,Sunday,Sunday
530,calcioberlin,German,personality,Sports,FIFA 23,2.5,4730,2368,1.0,4330,93200,431000,7,1.5,Saturday,Tuesday
531,nl_kripp,English,personality,Hearthstone,Path of Exile,6.7,2400,4383,1.5,17281,1520000,264000000,244,6.5,Monday,Thursday
532,oatley,English,personality,Fortnite,Variety,5.7,3860,2032,1.0,7639,544000,2860000,3,4.7,Saturday,Sunday
533,ufyzehug,Russian,personality,Casino,,7.9,30,0,1.0,160,3,0,1,0.4,Wednesday,Thursday
534,luxurygirl_p,Russian,personality,Casino,,5.4,110,0,1.0,110,22,0,1,0.5,Saturday,Sunday
535,wdgjapan_ow,Japanese,personality,Overwatch 2,,4.9,1015,0,1.0,2470,49900,0,1,0.8,Sunday,Monday
536,syztmyx,English,personality,Virtual Casino,,7.1,1960,0,1.0,140,1300,0,1,0.5,Monday,Monday
537,tororo_vtuber,Japanese,personality,Escape from Tarkov,Apex Legends,8.0,3820,1489,1.5,10217,501000,1950000,89,6.1,Friday,Sunday
538,cblol,Portuguese,esports,League of Legends,Teamfight Tactics,4.6,1033,125947,1.0,6151,1620000,233000000,5,3.4,Saturday,Saturday
539,avyget,Russian,personality,Casino,,12.6,110,0,1.0,250,11,0,1,0.4,Thursday,Friday
540,jackeyy,Thai,personality,Grand Theft Auto V,Red Dead Redemption 2,4.3,5090,11742,1.0,3929,480000,11000000,16,5.4,Saturday,Monday
541,laculebi,Russian,personality,Slots,,6.4,20,0,1.0,130,2,0,1,0.7,Tuesday,Tuesday
542,nobru_xyn,Portuguese,personality,Virtual Casino,,19.2,580,0,1.0,1540,1700,0,1,4.0,Monday,Sunday
543,mago2dgod,Japanese,personality,VALORANT,Street Fighter 6,7.1,2090,0,1.1,3236,109000,5900,23,4.2,Friday,Sunday
544,lvpes,Spanish,esports,League of Legends,Teamfight Tactics,8.2,4860,103086,1.0,14787,1100000,241000000,10,4.6,Saturday,Saturday
545,2okos,Hungarian,personality,Just Chatting,Fortnite,4.6,7570,0,1.7,1337,229000,0,54,4.2,Saturday,Tuesday
546,deusamir,Spanish,personality,Call of Duty: Warzone,Call of Duty: Modern Warfare III,5.3,122,20,1.6,104,221000,364,13,0.7,Thursday,Thursday
547,jankos,English,personality,League of Legends,I'm Only Sleeping,4.8,8980,42965,1.0,6627,1310000,61700000,28,3.5,Tuesday,Sunday
548,welovegames,Russian,personality,Just Chatting,IRL,7.2,1420,3893,2.2,20276,492000,122000000,1414,5.4,Thursday,Monday
549,squeex,English,personality,Super Mario 64,Counter-Strike,4.1,1360,1800,1.6,7009,200000,266000,245,5.3,Tuesday,Wednesday
550,n3koglai,Russian,personality,Just Chatting,Dota 2,2.1,7232,35995,1.6,7250,2590000,12900000,24,2.2,Monday,Monday
551,avoidingthepuddle,English,personality,Tekken 7,Path of Exile,4.0,1350,8283,1.2,10328,431000,28600000,594,6.5,Wednesday,Saturday
552,yukiofps14,Japanese,personality,Apex Legends,VALORANT,5.5,1490,2358,1.1,5002,188000,2970000,31,3.9,Thursday,Sunday
553,rainelissss,Spanish,personality,Just Chatting,Minecraft,1.4,1193,30,1.3,3210,254000,714,34,1.7,Thursday,Friday
554,teepee,English,personality,Call of Duty: Warzone,Call of Duty: Black Ops 4,8.0,4630,22913,1.2,15647,1030000,49400000,43,5.0,Tuesday,Friday
555,syztmy,English,personality,Slots,,3.4,2870,0,1.0,70,1300,0,1,0.5,Monday,Sunday
556,mattp1tommy,English,personality,Sports,Just Chatting,2.4,5390,7050,1.1,5850,148000,218000,31,0.6,Saturday,Sunday
557,kamito_jp,Japanese,personality,Apex Legends,League of Legends,6.2,3630,2600,1.2,4069,278000,200000,37,2.3,Friday,Saturday
558,nervarien,Polish,personality,League of Legends,Teamfight Tactics,5.8,1690,25593,1.2,12059,621000,85400000,62,5.2,Thursday,Sunday
559,eamaddennfl,English,esports,Madden NFL 21,Madden NFL 20,1.6,3910,14111,1.0,2009,683000,24200000,9,3.2,Thursday,Saturday
560,kubafps,German,personality,VALORANT,Z1: Battle Royale,6.5,2040,8570,1.2,8708,274000,1150000,36,3.8,Thursday,Tuesday
561,brtt,Portuguese,personality,League of Legends,VALORANT,3.9,1523,46333,1.2,2062,984000,46400000,27,1.3,Wednesday,Sunday
562,singsing,English,personality,Dota 2,Fortnite,8.0,1220,21392,1.4,20043,644000,101000000,528,6.4,Friday,Monday
563,mokouliszt1,Japanese,personality,Apex Legends,Shadowverse,3.3,1028,13533,1.3,8110,240000,3190000,34,1.3,Saturday,Sunday
564,tangotek,English,personality,Minecraft,Among Us,3.0,4200,3467,1.0,2006,307000,2430000,70,3.0,Monday,Sunday
565,silky,English,personality,Just Chatting,Grand Theft Auto V,7.4,7170,10187,1.8,5029,451000,6410000,51,2.7,Wednesday,Wednesday
566,redbullbatalla,Spanish,personality,Music,Just Chatting,2.3,7380,13913,1.0,8130,203000,3830000,4,1.2,Saturday,Saturday
567,canalquickie,Spanish,personality,Just Chatting,Variety,2.5,2132,0,1.0,280,26700,0,2,4.1,Wednesday,Wednesday
568,blusewilly_retry,Chinese,personality,Just Chatting,Variety,6.1,980,36245,1.2,12495,452000,122000000,508,5.2,Saturday,Thursday
569,joe_bartolozzi,English,personality,Just Chatting,VALORANT,3.1,1359,2792,1.6,3612,1600000,3280000,361,6.0,Thursday,Sunday
570,ekylimy,Russian,personality,Casino,,3.4,0,0,1.0,70,0,0,1,0.5,Friday,Monday
571,zwebackhd,English,personality,FIFA 23,FIFA 22,4.9,2180,2873,1.2,7158,374000,4200000,53,3.9,Monday,Saturday
572,quarterjade,English,personality,VALORANT,Just Chatting,5.0,1088,22999,2.2,6146,1150000,24400000,231,3.5,Friday,Tuesday
573,light_starboy,Japanese,personality,Grand Theft Auto V,Rust,6.2,4590,0,1.0,1009,76600,0,3,3.4,Saturday,Saturday
574,axozer,Spanish,personality,Just Chatting,Grand Theft Auto V,6.0,2427,24144,3.0,7456,2900000,28900000,439,4.6,Monday,Thursday
575,lars_tm,English,personality,Trackmania,TrackMania (1),4.3,480,2070,1.0,3783,41000,179000,14,2.9,Thursday,Saturday
576,shlorox,German,personality,Grand Theft Auto V,Just Chatting,8.2,1920,34522,2.4,15639,423000,69600000,541,4.9,Sunday,Friday
577,kr1stw,Chinese,personality,Grand Theft Auto V,Just Chatting,6.5,610,9724,1.9,7447,70900,11400000,274,3.3,Saturday,Sunday
578,ewroon,Polish,personality,Grand Theft Auto V,Fortnite,4.6,3680,28381,1.7,11299,916000,70700000,153,6.7,Thursday,Thursday
579,valorant_la,Spanish,esports,VALORANT,Variety,5.2,6060,10209,1.0,3661,404000,6800000,2,3.4,Saturday,Sunday
580,agraelus,Czech,personality,Just Chatting,League of Legends,6.0,2500,33508,2.3,15607,700000,88700000,966,6.7,Monday,Friday
581,yamatosdeath,English,personality,League of Legends,Just Chatting,3.7,1580,3472,1.2,5605,262000,5740000,55,5.1,Wednesday,Sunday
582,peintooon,Japanese,personality,Grand Theft Auto V,VALORANT,5.8,8460,3990,1.3,1599,256000,121000,49,1.1,Tuesday,Sunday
583,razah,Portuguese,personality,Tom Clancy's Rainbow Six Siege,Virtual Casino,7.5,1190,4739,1.7,11367,211000,8410000,68,5.7,Sunday,Friday
584,maximum,English,personality,World of Warcraft,FINAL FANTASY XIV ONLINE,5.8,3330,27261,1.2,10608,503000,41100000,109,4.8,Wednesday,Tuesday
585,smthlikeyou11,English,personality,VALORANT,PUBG: BATTLEGROUNDS,3.8,5610,1917,1.0,1993,337000,1150000,4,3.0,Wednesday,Sunday
586,nisqyy,French,personality,League of Legends,ELDEN RING,4.1,3480,7162,1.1,3407,326000,6660000,36,2.2,Monday,Sunday
587,mrdzinold,Polish,personality,Just Chatting,Counter-Strike,6.5,6350,2882,2.4,6138,598000,2710000,99,4.6,Tuesday,Tuesday
588,lysium,English,personality,Grand Theft Auto V,Dauntless,7.0,1650,6495,1.3,12389,299000,11800000,114,5.6,Friday,Thursday
589,zekken,English,personality,VALORANT,Super Smash Bros. Melee,3.1,4960,3460,1.1,2158,396000,276000,39,3.2,Sunday,Tuesday
590,gytoxydo,Russian,personality,Casino,,5.3,0,0,1.0,110,0,0,1,0.4,Tuesday,Wednesday
591,iitztimmy,English,personality,Apex Legends,VALORANT,8.1,1683,2742,1.7,14451,2830000,46200000,136,5.0,Wednesday,Tuesday
592,buxexa_e,Portuguese,personality,Slots,Virtual Casino,19.8,370,0,1.8,1190,1500,0,2,1.6,Tuesday,Friday
593,derajn,English,personality,Marvel Snap,Teamfight Tactics,6.1,1850,40,1.3,3491,89200,7800,51,2.0,Tuesday,Wednesday
594,zegociv,Russian,personality,Casino,,6.3,10,0,1.0,60,1,0,1,0.5,Sunday,Sunday
595,dhalucard,German,personality,Dead by Daylight,VALORANT,6.0,1760,15534,2.1,13583,546000,43400000,558,5.8,Tuesday,Tuesday
